name,value
eval_mobility_1_4_21,14
eval_mobility_1_4_22,16
eval_mobility_1_4_23,18
eval_mobility_1_4_24,20
eval_mobility_1_4_25,22
eval_mobility_1_4_26,24
eval_mobility_1_4_27,26
eval_passed_pawns_0_0,0
eval_passed_pawns_0_1,0
eval_passed_pawns_0_2,0
eval_passed_pawns_0_3,0
eval_passed_pawns_0_4,0
eval_passed_pawns_0_5,0
eval_passed_pawns_0_6,0
eval_passed_pawns_0_7,0
eval_passed_pawns_0_8,20
eval_passed_pawns_0_9,20
eval_passed_pawns_0_10,20
eval_passed_pawns_0_11,20
eval_passed_pawns_0_12,20
eval_passed_pawns_0_13,20
eval_passed_pawns_0_14,20
eval_passed_pawns_0_15,20
eval_passed_pawns_0_16,20
eval_passed_pawns_0_17,20
eval_passed_pawns_0_18,20
eval_passed_pawns_0_19,20
eval_passed_pawns_0_20,20
eval_passed_pawns_0_21,20
eval_passed_pawns_0_22,20
eval_passed_pawns_0_23,20
eval_passed_pawns_0_24,30
eval_passed_pawns_0_25,30
eval_passed_pawns_0_26,30
eval_passed_pawns_0_27,30
eval_passed_pawns_0_28,30
eval_passed_pawns_0_29,30
eval_passed_pawns_0_30,30
eval_passed_pawns_0_31,30
eval_passed_pawns_0_32,50
eval_passed_pawns_0_33,50
eval_passed_pawns_0_34,50
eval_passed_pawns_0_35,50
eval_passed_pawns_0_36,50
eval_passed_pawns_0_37,50
eval_passed_pawns_0_38,50
eval_passed_pawns_0_39,50
eval_passed_pawns_0_40,75
eval_passed_pawns_0_41,75
eval_passed_pawns_0_42,75
eval_passed_pawns_0_43,75
eval_passed_pawns_0_44,75
eval_passed_pawns_0_45,75
eval_passed_pawns_0_46,75
eval_passed_pawns_0_47,75
eval_passed_pawns_0_48,100
eval_passed_pawns_0_49,100
eval_passed_pawns_0_50,100
eval_passed_pawns_0_51,100
eval_passed_pawns_0_52,100
eval_passed_pawns_0_53,100
eval_passed_pawns_0_54,100
eval_passed_pawns_0_55,100
eval_passed_pawns_0_56,0
eval_passed_pawns_0_57,0
eval_passed_pawns_0_58,0
eval_passed_pawns_0_59,0
eval_passed_pawns_0_60,0
eval_passed_pawns_0_61,0
eval_passed_pawns_0_62,0
eval_passed_pawns_0_63,0
eval_passed_pawns_1_0,0
eval_passed_pawns_1_1,0
eval_passed_pawns_1_2,0
eval_passed_pawns_1_3,0
eval_passed_pawns_1_4,0
eval_passed_pawns_1_5,0
eval_passed_pawns_1_6,0
eval_passed_pawns_1_7,0
eval_passed_pawns_1_8,20
eval_passed_pawns_1_9,20
eval_passed_pawns_1_10,20
eval_passed_pawns_1_11,20
eval_passed_pawns_1_12,20
eval_passed_pawns_1_13,20
eval_passed_pawns_1_14,20
eval_passed_pawns_1_15,20
eval_passed_pawns_1_16,20
eval_passed_pawns_1_17,20
eval_passed_pawns_1_18,20
eval_passed_pawns_1_19,20
eval_passed_pawns_1_20,20
eval_passed_pawns_1_21,20
eval_passed_pawns_1_22,20
eval_passed_pawns_1_23,20
eval_passed_pawns_1_24,30
eval_passed_pawns_1_25,30
eval_passed_pawns_1_26,30
eval_passed_pawns_1_27,30
eval_passed_pawns_1_28,30
eval_passed_pawns_1_29,30
eval_passed_pawns_1_30,30
eval_passed_pawns_1_31,30
eval_passed_pawns_1_32,50
eval_passed_pawns_1_33,50
eval_passed_pawns_1_34,50
eval_passed_pawns_1_35,50
eval_passed_pawns_1_36,50
eval_passed_pawns_1_37,50
eval_passed_pawns_1_38,50
eval_passed_pawns_1_39,50
eval_passed_pawns_1_40,75
eval_passed_pawns_1_41,75
eval_passed_pawns_1_42,75
eval_passed_pawns_1_43,75
eval_passed_pawns_1_44,75
eval_passed_pawns_1_45,75
eval_passed_pawns_1_46,75
eval_passed_pawns_1_47,75
eval_passed_pawns_1_48,100
eval_passed_pawns_1_49,100
eval_passed_pawns_1_50,100
eval_passed_pawns_1_51,100
eval_passed_pawns_1_52,100
eval_passed_pawns_1_53,100
eval_passed_pawns_1_54,100
eval_passed_pawns_1_55,100
eval_passed_pawns_1_56,0
eval_passed_pawns_1_57,0
eval_passed_pawns_1_58,0
eval_passed_pawns_1_59,0
eval_passed_pawns_1_60,0
eval_passed_pawns_1_61,0
eval_passed_pawns_1_62,0
eval_passed_pawns_1_63,0
eval_isolated_pawns_0_0,0
eval_isolated_pawns_0_1,0
eval_isolated_pawns_0_2,0
eval_isolated_pawns_0_3,0
eval_isolated_pawns_0_4,0
eval_isolated_pawns_0_5,0
eval_isolated_pawns_0_6,0
eval_isolated_pawns_0_7,0
eval_isolated_pawns_0_8,-8
eval_isolated_pawns_0_9,-12
eval_isolated_pawns_0_10,-14
eval_isolated_pawns_0_11,-16
eval_isolated_pawns_0_12,-16
eval_isolated_pawns_0_13,-14
eval_isolated_pawns_0_14,-12
eval_isolated_pawns_0_15,-10
eval_isolated_pawns_0_16,-8
eval_isolated_pawns_0_17,-12
eval_isolated_pawns_0_18,-14
eval_isolated_pawns_0_19,-16
eval_isolated_pawns_0_20,-16
eval_isolated_pawns_0_21,-14
eval_isolated_pawns_0_22,-12
eval_isolated_pawns_0_23,-10
eval_isolated_pawns_0_24,-10
eval_isolated_pawns_0_25,-12
eval_isolated_pawns_0_26,-14
eval_isolated_pawns_0_27,-16
eval_isolated_pawns_0_28,-16
eval_isolated_pawns_0_29,-14
eval_isolated_pawns_0_30,-12
eval_isolated_pawns_0_31,-10
eval_isolated_pawns_0_32,-10
eval_isolated_pawns_0_33,-12
eval_isolated_pawns_0_34,-14
eval_isolated_pawns_0_35,-16
eval_isolated_pawns_0_36,-16
eval_isolated_pawns_0_37,-14
eval_isolated_pawns_0_38,-12
eval_isolated_pawns_0_39,-10
eval_isolated_pawns_0_40,-10
eval_isolated_pawns_0_41,-12
eval_isolated_pawns_0_42,-14
eval_isolated_pawns_0_43,-16
eval_isolated_pawns_0_44,-16
eval_isolated_pawns_0_45,-14
eval_isolated_pawns_0_46,-12
eval_isolated_pawns_0_47,-10
eval_isolated_pawns_0_48,-10
eval_isolated_pawns_0_49,-12
eval_isolated_pawns_0_50,-14
eval_isolated_pawns_0_51,-16
eval_isolated_pawns_0_52,-16
eval_isolated_pawns_0_53,-14
eval_isolated_pawns_0_54,-12
eval_isolated_pawns_0_55,-10
eval_isolated_pawns_0_56,0
eval_isolated_pawns_0_57,0
eval_isolated_pawns_0_58,0
eval_isolated_pawns_0_59,0
eval_isolated_pawns_0_60,0
eval_isolated_pawns_0_61,0
eval_isolated_pawns_0_62,0
eval_isolated_pawns_0_63,0
eval_isolated_pawns_1_0,0
eval_isolated_pawns_1_1,0
eval_isolated_pawns_1_2,0
eval_isolated_pawns_1_3,0
eval_isolated_pawns_1_4,0
eval_isolated_pawns_1_5,0
eval_isolated_pawns_1_6,0
eval_isolated_pawns_1_7,0
eval_isolated_pawns_1_8,-8
eval_isolated_pawns_1_9,-12
eval_isolated_pawns_1_10,-14
eval_isolated_pawns_1_11,-16
eval_isolated_pawns_1_12,-16
eval_isolated_pawns_1_13,-14
eval_isolated_pawns_1_14,-12
eval_isolated_pawns_1_15,-10
eval_isolated_pawns_1_16,-8
eval_isolated_pawns_1_17,-12
eval_isolated_pawns_1_18,-14
eval_isolated_pawns_1_19,-16
eval_isolated_pawns_1_20,-16
eval_isolated_pawns_1_21,-14
eval_isolated_pawns_1_22,-12
eval_isolated_pawns_1_23,-10
eval_isolated_pawns_1_24,-10
eval_isolated_pawns_1_25,-12
eval_isolated_pawns_1_26,-14
eval_isolated_pawns_1_27,-16
eval_isolated_pawns_1_28,-16
eval_isolated_pawns_1_29,-14
eval_isolated_pawns_1_30,-12
eval_isolated_pawns_1_31,-10
eval_isolated_pawns_1_32,-10
eval_isolated_pawns_1_33,-12
eval_isolated_pawns_1_34,-14
eval_isolated_pawns_1_35,-16
eval_isolated_pawns_1_36,-16
eval_isolated_pawns_1_37,-14
eval_isolated_pawns_1_38,-12
eval_isolated_pawns_1_39,-10
eval_isolated_pawns_1_40,-10
eval_isolated_pawns_1_41,-12
eval_isolated_pawns_1_42,-14
eval_isolated_pawns_1_43,-16
eval_isolated_pawns_1_44,-16
eval_isolated_pawns_1_45,-14
eval_isolated_pawns_1_46,-12
eval_isolated_pawns_1_47,-10
eval_isolated_pawns_1_48,-10
eval_isolated_pawns_1_49,-12
eval_isolated_pawns_1_50,-14
eval_isolated_pawns_1_51,-16
eval_isolated_pawns_1_52,-16
eval_isolated_pawns_1_53,-14
eval_isolated_pawns_1_54,-12
eval_isolated_pawns_1_55,-10
eval_isolated_pawns_1_56,0
eval_isolated_pawns_1_57,0
eval_isolated_pawns_1_58,0
eval_isolated_pawns_1_59,0
eval_isolated_pawns_1_60,0
eval_isolated_pawns_1_61,0
eval_isolated_pawns_1_62,0
eval_isolated_pawns_1_63,0
eval_protected_pawns_0_0,0
eval_protected_pawns_0_1,0
eval_protected_pawns_0_2,0
eval_protected_pawns_0_3,0
eval_protected_pawns_0_4,0
eval_protected_pawns_0_5,0
eval_protected_pawns_0_6,0
eval_protected_pawns_0_7,0
eval_protected_pawns_0_8,0
eval_protected_pawns_0_9,0
eval_protected_pawns_0_10,0
eval_protected_pawns_0_11,0
eval_protected_pawns_0_12,0
eval_protected_pawns_0_13,0
eval_protected_pawns_0_14,0
eval_protected_pawns_0_15,0
eval_protected_pawns_0_16,3
eval_protected_pawns_0_17,3
eval_protected_pawns_0_18,3
eval_protected_pawns_0_19,3
eval_protected_pawns_0_20,3
eval_protected_pawns_0_21,3
eval_protected_pawns_0_22,3
eval_protected_pawns_0_23,3
eval_protected_pawns_0_24,5
eval_protected_pawns_0_25,5
eval_protected_pawns_0_26,5
eval_protected_pawns_0_27,5
eval_protected_pawns_0_28,5
eval_protected_pawns_0_29,5
eval_protected_pawns_0_30,5
eval_protected_pawns_0_31,5
eval_protected_pawns_0_32,5
eval_protected_pawns_0_33,5
eval_protected_pawns_0_34,5
eval_protected_pawns_0_35,5
eval_protected_pawns_0_36,5
eval_protected_pawns_0_37,5
eval_protected_pawns_0_38,5
eval_protected_pawns_0_39,5
eval_protected_pawns_0_40,8
eval_protected_pawns_0_41,8
eval_protected_pawns_0_42,8
eval_protected_pawns_0_43,8
eval_protected_pawns_0_44,8
eval_protected_pawns_0_45,8
eval_protected_pawns_0_46,8
eval_protected_pawns_0_47,8
eval_protected_pawns_0_48,10
eval_protected_pawns_0_49,10
eval_protected_pawns_0_50,10
eval_protected_pawns_0_51,10
eval_protected_pawns_0_52,10
eval_protected_pawns_0_53,10
eval_protected_pawns_0_54,10
eval_protected_pawns_0_55,10
eval_protected_pawns_0_56,0
eval_protected_pawns_0_57,0
eval_protected_pawns_0_58,0
eval_protected_pawns_0_59,0
eval_protected_pawns_0_60,0
eval_protected_pawns_0_61,0
eval_protected_pawns_0_62,0
eval_protected_pawns_0_63,0
eval_protected_pawns_1_0,0
eval_protected_pawns_1_1,0
eval_protected_pawns_1_2,0
eval_protected_pawns_1_3,0
eval_protected_pawns_1_4,0
eval_protected_pawns_1_5,0
eval_protected_pawns_1_6,0
eval_protected_pawns_1_7,0
eval_protected_pawns_1_8,0
eval_protected_pawns_1_9,0
eval_protected_pawns_1_10,0
eval_protected_pawns_1_11,0
eval_protected_pawns_1_12,0
eval_protected_pawns_1_13,0
eval_protected_pawns_1_14,0
eval_protected_pawns_1_15,0
eval_protected_pawns_1_16,2
eval_protected_pawns_1_17,2
eval_protected_pawns_1_18,2
eval_protected_pawns_1_19,2
eval_protected_pawns_1_20,2
eval_protected_pawns_1_21,2
eval_protected_pawns_1_22,2
eval_protected_pawns_1_23,2
eval_protected_pawns_1_24,4
eval_protected_pawns_1_25,4
eval_protected_pawns_1_26,4
eval_protected_pawns_1_27,4
eval_protected_pawns_1_28,4
eval_protected_pawns_1_29,4
eval_protected_pawns_1_30,4
eval_protected_pawns_1_31,4
eval_protected_pawns_1_32,6
eval_protected_pawns_1_33,6
eval_protected_pawns_1_34,6
eval_protected_pawns_1_35,6
eval_protected_pawns_1_36,6
eval_protected_pawns_1_37,6
eval_protected_pawns_1_38,6
eval_protected_pawns_1_39,6
eval_protected_pawns_1_40,10
eval_protected_pawns_1_41,10
eval_protected_pawns_1_42,10
eval_protected_pawns_1_43,10
eval_protected_pawns_1_44,10
eval_protected_pawns_1_45,10
eval_protected_pawns_1_46,10
eval_protected_pawns_1_47,10
eval_protected_pawns_1_48,12
eval_protected_pawns_1_49,12
eval_protected_pawns_1_50,12
eval_protected_pawns_1_51,12
eval_protected_pawns_1_52,12
eval_protected_pawns_1_53,12
eval_protected_pawns_1_54,12
eval_protected_pawns_1_55,12
eval_protected_pawns_1_56,0
eval_protected_pawns_1_57,0
eval_protected_pawns_1_58,0
eval_protected_pawns_1_59,0
eval_protected_pawns_1_60,0
eval_protected_pawns_1_61,0
eval_protected_pawns_1_62,0
eval_protected_pawns_1_63,0
eval_connected_pawns_0_0,0
eval_connected_pawns_0_1,0
eval_connected_pawns_0_2,0
eval_connected_pawns_0_3,0
eval_connected_pawns_0_4,0
eval_connected_pawns_0_5,0
eval_connected_pawns_0_6,0
eval_connected_pawns_0_7,0
eval_connected_pawns_0_8,1
eval_connected_pawns_0_9,1
eval_connected_pawns_0_10,1
eval_connected_pawns_0_11,1
eval_connected_pawns_0_12,1
eval_connected_pawns_0_13,1
eval_connected_pawns_0_14,1
eval_connected_pawns_0_15,1
eval_connected_pawns_0_16,2
eval_connected_pawns_0_17,2
eval_connected_pawns_0_18,2
eval_connected_pawns_0_19,2
eval_connected_pawns_0_20,2
eval_connected_pawns_0_21,2
eval_connected_pawns_0_22,2
eval_connected_pawns_0_23,2
eval_connected_pawns_0_24,2
eval_connected_pawns_0_25,2
eval_connected_pawns_0_26,2
eval_connected_pawns_0_27,2
eval_connected_pawns_0_28,2
eval_connected_pawns_0_29,2
eval_connected_pawns_0_30,2
eval_connected_pawns_0_31,2
eval_connected_pawns_0_32,3
eval_connected_pawns_0_33,3
eval_connected_pawns_0_34,3
eval_connected_pawns_0_35,3
eval_connected_pawns_0_36,3
eval_connected_pawns_0_37,3
eval_connected_pawns_0_38,3
eval_connected_pawns_0_39,3
eval_connected_pawns_0_40,5
eval_connected_pawns_0_41,5
eval_connected_pawns_0_42,5
eval_connected_pawns_0_43,5
eval_connected_pawns_0_44,5
eval_connected_pawns_0_45,5
eval_connected_pawns_0_46,5
eval_connected_pawns_0_47,5
eval_connected_pawns_0_48,7
eval_connected_pawns_0_49,7
eval_connected_pawns_0_50,7
eval_connected_pawns_0_51,7
eval_connected_pawns_0_52,7
eval_connected_pawns_0_53,7
eval_connected_pawns_0_54,7
eval_connected_pawns_0_55,7
eval_connected_pawns_0_56,0
eval_connected_pawns_0_57,0
eval_connected_pawns_0_58,0
eval_connected_pawns_0_59,0
eval_connected_pawns_0_60,0
eval_connected_pawns_0_61,0
eval_connected_pawns_0_62,0
eval_connected_pawns_0_63,0
eval_connected_pawns_1_0,0
eval_connected_pawns_1_1,0
eval_connected_pawns_1_2,0
eval_connected_pawns_1_3,0
eval_connected_pawns_1_4,0
eval_connected_pawns_1_5,0
eval_connected_pawns_1_6,0
eval_connected_pawns_1_7,0
eval_connected_pawns_1_8,1
eval_connected_pawns_1_9,1
eval_connected_pawns_1_10,1
eval_connected_pawns_1_11,1
eval_connected_pawns_1_12,1
eval_connected_pawns_1_13,1
eval_connected_pawns_1_14,1
eval_connected_pawns_1_15,1
eval_connected_pawns_1_16,2
eval_connected_pawns_1_17,2
eval_connected_pawns_1_18,2
eval_connected_pawns_1_19,2
eval_connected_pawns_1_20,2
eval_connected_pawns_1_21,2
eval_connected_pawns_1_22,2
eval_connected_pawns_1_23,2
eval_connected_pawns_1_24,2
eval_connected_pawns_1_25,2
eval_connected_pawns_1_26,2
eval_connected_pawns_1_27,2
eval_connected_pawns_1_28,2
eval_connected_pawns_1_29,2
eval_connected_pawns_1_30,2
eval_connected_pawns_1_31,2
eval_connected_pawns_1_32,4
eval_connected_pawns_1_33,4
eval_connected_pawns_1_34,4
eval_connected_pawns_1_35,4
eval_connected_pawns_1_36,4
eval_connected_pawns_1_37,4
eval_connected_pawns_1_38,4
eval_connected_pawns_1_39,4
eval_connected_pawns_1_40,7
eval_connected_pawns_1_41,7
eval_connected_pawns_1_42,7
eval_connected_pawns_1_43,7
eval_connected_pawns_1_44,7
eval_connected_pawns_1_45,7
eval_connected_pawns_1_46,7
eval_connected_pawns_1_47,7
eval_connected_pawns_1_48,9
eval_connected_pawns_1_49,9
eval_connected_pawns_1_50,9
eval_connected_pawns_1_51,9
eval_connected_pawns_1_52,9
eval_connected_pawns_1_53,9
eval_connected_pawns_1_54,9
eval_connected_pawns_1_55,9
eval_connected_pawns_1_56,0
eval_connected_pawns_1_57,0
eval_connected_pawns_1_58,0
eval_connected_pawns_1_59,0
eval_connected_pawns_1_60,0
eval_connected_pawns_1_61,0
eval_connected_pawns_1_62,0
eval_connected_pawns_1_63,0
eval_doubled_pawn_0,-20
eval_doubled_pawn_1,-30
eval_tripled_pawn_0,-50
eval_tripled_pawn_1,-70
eval_king_pawn_shield_0_0,8
eval_king_pawn_shield_0_1,4
eval_king_pawn_shield_1_0,0
eval_king_pawn_shield_1_1,0
eval_tempo_0,10
eval_tempo_1,10
eval_bishop_pair_0,23
eval_bishop_pair_1,33
tt_size_mb,256
